Generation,Best_Fitness,Avg_Fitness
0,0.45000000000000007,0.7034170854271358
1,0.45000000000000007,0.6461379310344827
2,0.45000000000000007,0.6417605633802818
3,0.45000000000000007,0.6299317406143344
4,0.45000000000000007,0.633174061433447
5,0.43000000000000005,0.6338926174496645
6,0.37,0.6530169491525424
7,0.37,0.6494612794612794
8,0.37,0.6603082191780822
9,0.37,0.6739932885906041
10,0.37,0.6704081632653061
11,0.37,0.6663139931740614
12,0.37,0.6562457337883959
13,0.37,0.6668531468531469
14,0.37,0.6536363636363637
15,0.36,0.6673611111111111
16,0.36,0.6776363636363636
17,0.36,0.6894035087719299
18,0.30000000000000004,0.6997026022304834
19,0.30000000000000004,0.7036900369003689
20,0.26,0.7041417910447761
21,0.26,0.7163003663003662
22,0.26,0.6852898550724639
23,0.26,0.6546236559139784
24,0.26,0.6647407407407409
25,0.26,0.6491287878787879
26,0.26,0.6286311787072243
27,0.26,0.6340601503759399
28,0.26,0.615410447761194
29,0.26,0.6233576642335765
30,0.26,0.6368679245283018
31,0.26,0.576441947565543
32,0.26,0.5947985347985347
33,0.26,0.5655272727272727
34,0.26,0.5843859649122807
35,0.26,0.5682846715328468
36,0.24,0.5658928571428571
37,0.24,0.5560207612456747
38,0.24,0.5919512195121951
39,0.24,0.5970877192982457
40,0.24,0.5609574468085107
41,0.24,0.5647781569965871
42,0.18000000000000005,0.5189930555555555
43,0.18000000000000005,0.5633676975945017
44,0.18000000000000005,0.5811846689895471
45,0.18000000000000005,0.5989930555555555
46,0.18000000000000005,0.5541237113402062
47,0.18000000000000005,0.5586006825938568
48,0.18000000000000005,0.5717832167832168
49,0.18000000000000005,0.6134256055363322
50,0.18000000000000005,0.6113945578231292
